Episode	Accumulated Reward	Length	Steps
5424	-2	4	22843
5425	-2	4	22847
5426	-2	4	22851
5427	-2	4	22855
5428	-2	4	22859
5429	-2	4	22863
5430	-4	6	22869
5431	-2	4	22873
5432	-2	4	22877
5433	-2	4	22881
5434	-2	4	22885
5435	-2	4	22889
5436	-2	4	22893
5437	-2	4	22897
5438	-2	4	22901
5439	-2	4	22905
5440	-2	4	22909
5441	-2	4	22913
5442	-2	4	22917
5443	-2	4	22921
5444	-2	4	22925
5445	-2	4	22929
5446	-2	4	22933
5447	-2	4	22937
5448	-4	6	22943
5449	-2	4	22947
5450	-4	6	22953
5451	-2	4	22957
5452	-4	6	22963
5453	-4	6	22969
5454	-2	4	22973
5455	-2	4	22977
5456	-2	4	22981
5457	-2	4	22985
5458	-2	4	22989
5459	-2	4	22993
5460	-2	4	22997
5461	-6	8	23005
5462	-2	4	23009
5463	-2	4	23013
5464	-2	4	23017
5465	-2	4	23021
5466	-2	4	23025
5467	-2	4	23029
5468	-2	4	23033
5469	-2	4	23037
5470	-2	4	23041
5471	-2	4	23045
5472	-2	4	23049
5473	-2	4	23053
5474	-2	4	23057
5475	-2	4	23061
5476	-4	6	23067
5477	-2	4	23071
5478	-2	4	23075
5479	-2	4	23079
5480	-2	4	23083
5481	-2	4	23087
5482	-2	4	23091
5483	-2	4	23095
5484	-2	4	23099
5485	-2	4	23103
5486	-2	4	23107
5487	-2	4	23111
5488	-2	4	23115
5489	-2	4	23119
5490	-2	4	23123
5491	-2	4	23127
5492	-2	4	23131
5493	-2	4	23135
5494	-2	4	23139
5495	-2	4	23143
5496	-2	4	23147
5497	-2	4	23151
5498	-2	4	23155
5499	-2	4	23159
5500	-2	4	23163
5501	-4	6	23169
5502	-2	4	23173
5503	-2	4	23177
5504	-2	4	23181
5505	-2	4	23185
5506	-2	4	23189
5507	-2	4	23193
5508	-2	4	23197
5509	-2	4	23201
5510	-2	4	23205
5511	-3	5	23210
5512	-2	4	23214
5513	-2	4	23218
5514	-2	4	23222
5515	-2	4	23226
5516	-4	6	23232
5517	-2	4	23236
5518	-2	4	23240
5519	-2	4	23244
5520	-3	5	23249
5521	-2	4	23253
5522	-2	4	23257
5523	-2	4	23261
5524	-4	6	23267
5525	-2	4	23271
5526	-3	5	23276
5527	-2	4	23280
5528	-2	4	23284
5529	-2	4	23288
5530	-2	4	23292
5531	-2	4	23296
5532	-4	6	23302
5533	-2	4	23306
5534	-2	4	23310
5535	-2	4	23314
5536	-2	4	23318
5537	-4	6	23324
5538	-2	4	23328
5539	-2	4	23332
5540	-2	4	23336
5541	-2	4	23340
5542	-2	4	23344
5543	-2	4	23348
5544	-2	4	23352
5545	-2	4	23356
5546	-2	4	23360
5547	-2	4	23364
5548	-2	4	23368
5549	-2	4	23372
5550	-2	4	23376
5551	-2	4	23380
5552	-2	4	23384
5553	-2	4	23388
5554	-2	4	23392
5555	-2	4	23396
5556	-2	4	23400
5557	-2	4	23404
5558	-2	4	23408
5559	-2	4	23412
5560	-2	4	23416
5561	-2	4	23420
5562	-2	4	23424
5563	-2	4	23428
5564	-2	4	23432
5565	-5	7	23439
5566	-2	4	23443
5567	-2	4	23447
5568	-2	4	23451
5569	-3	5	23456
5570	-3	5	23461
5571	-2	4	23465
5572	-2	4	23469
5573	-2	4	23473
5574	-2	4	23477
5575	-2	4	23481
5576	-2	4	23485
5577	-2	4	23489
5578	-2	4	23493
5579	-2	4	23497
5580	-2	4	23501
5581	-2	4	23505
5582	-2	4	23509
5583	-2	4	23513
5584	-2	4	23517
5585	-2	4	23521
5586	-2	4	23525
5587	-4	6	23531
5588	-2	4	23535
5589	-2	4	23539
5590	-2	4	23543
5591	-2	4	23547
5592	-2	4	23551
5593	-2	4	23555
5594	-2	4	23559
5595	-2	4	23563
5596	-2	4	23567
5597	-2	4	23571
5598	-2	4	23575
5599	-2	4	23579
5600	-2	4	23583
5601	-2	4	23587
5602	-2	4	23591
5603	-2	4	23595
5604	-2	4	23599
5605	-2	4	23603
5606	-2	4	23607
5607	-2	4	23611
5608	-2	4	23615
5609	-2	4	23619
5610	-2	4	23623
5611	-2	4	23627
5612	-2	4	23631
5613	-4	6	23637
5614	-2	4	23641
5615	-2	4	23645
5616	-2	4	23649
5617	-2	4	23653
5618	-2	4	23657
5619	-2	4	23661
5620	-2	4	23665
5621	-2	4	23669
5622	-2	4	23673
5623	-3	5	23678
5624	-2	4	23682
5625	-2	4	23686
5626	-2	4	23690
5627	-2	4	23694
5628	-2	4	23698
5629	-2	4	23702
5630	-2	4	23706
5631	-2	4	23710
5632	-2	4	23714
5633	-2	4	23718
5634	-2	4	23722
5635	-2	4	23726
5636	-2	4	23730
5637	-4	6	23736
5638	-2	4	23740
5639	-2	4	23744
5640	-2	4	23748
5641	-2	4	23752
5642	-2	4	23756
5643	-2	4	23760
5644	-2	4	23764
5645	-4	6	23770
5646	-2	4	23774
5647	-2	4	23778
5648	-2	4	23782
5649	-2	4	23786
5650	-2	4	23790
5651	-2	4	23794
5652	-2	4	23798
5653	-2	4	23802
5654	-2	4	23806
5655	-2	4	23810
5656	-2	4	23814
5657	-2	4	23818
5658	-2	4	23822
5659	-2	4	23826
5660	-2	4	23830
5661	-2	4	23834
5662	-2	4	23838
5663	-2	4	23842
5664	-2	4	23846
5665	-2	4	23850
5666	-2	4	23854
5667	-2	4	23858
5668	-2	4	23862
5669	-2	4	23866
5670	-2	4	23870
5671	-2	4	23874
5672	-2	4	23878
5673	-2	4	23882
5674	-3	5	23887
5675	-2	4	23891
5676	-2	4	23895
5677	-2	4	23899
5678	-2	4	23903
5679	-2	4	23907
5680	-2	4	23911
5681	-2	4	23915
5682	-4	6	23921
5683	-2	4	23925
5684	-4	6	23931
5685	-2	4	23935
5686	-2	4	23939
5687	-2	4	23943
5688	-2	4	23947
5689	-2	4	23951
5690	-5	7	23958
5691	-2	4	23962
5692	-2	4	23966
5693	-2	4	23970
5694	-4	6	23976
5695	-2	4	23980
5696	-2	4	23984
5697	-2	4	23988
5698	-2	4	23992
5699	-4	6	23998
5700	-2	4	24002
5701	-2	4	24006
5702	-2	4	24010
5703	-2	4	24014
5704	-2	4	24018
5705	-2	4	24022
5706	-2	4	24026
5707	-2	4	24030
5708	-2	4	24034
5709	-2	4	24038
5710	-2	4	24042
5711	-2	4	24046
5712	-2	4	24050
5713	-2	4	24054
5714	-2	4	24058
5715	-2	4	24062
5716	-2	4	24066
5717	-2	4	24070
5718	-2	4	24074
5719	-2	4	24078
5720	-2	4	24082
5721	-2	4	24086
5722	-2	4	24090
5723	-2	4	24094
5724	-2	4	24098
5725	-2	4	24102
5726	-2	4	24106
5727	-2	4	24110
5728	-2	4	24114
5729	-2	4	24118
5730	-2	4	24122
5731	-2	4	24126
5732	-3	5	24131
5733	-2	4	24135
5734	-2	4	24139
5735	-2	4	24143
5736	-2	4	24147
5737	-2	4	24151
5738	-2	4	24155
5739	-4	6	24161
5740	-2	4	24165
5741	-2	4	24169
5742	-2	4	24173
5743	-2	4	24177
5744	-2	4	24181
5745	-2	4	24185
5746	-2	4	24189
5747	-2	4	24193
5748	-2	4	24197
5749	-4	6	24203
5750	-2	4	24207
5751	-2	4	24211
5752	-2	4	24215
5753	-2	4	24219
5754	-2	4	24223
5755	-2	4	24227
5756	-2	4	24231
5757	-2	4	24235
5758	-4	6	24241
5759	-2	4	24245
5760	-2	4	24249
5761	-2	4	24253
5762	-2	4	24257
5763	-2	4	24261
5764	-2	4	24265
5765	-2	4	24269
5766	-2	4	24273
5767	-2	4	24277
5768	-2	4	24281
5769	-2	4	24285
5770	-2	4	24289
5771	-2	4	24293
5772	-2	4	24297
5773	-2	4	24301
5774	-4	6	24307
5775	-2	4	24311
5776	-2	4	24315
5777	-2	4	24319
5778	-2	4	24323
5779	-2	4	24327
5780	-2	4	24331
5781	-2	4	24335
5782	-2	4	24339
5783	-4	6	24345
5784	-2	4	24349
5785	-2	4	24353
5786	-2	4	24357
5787	-2	4	24361
5788	-2	4	24365
5789	-2	4	24369
5790	-2	4	24373
5791	-2	4	24377
5792	-2	4	24381
5793	-2	4	24385
5794	-2	4	24389
5795	-2	4	24393
5796	-4	6	24399
5797	-2	4	24403
5798	-2	4	24407
5799	-2	4	24411
5800	-2	4	24415
5801	-2	4	24419
5802	-2	4	24423
5803	-2	4	24427
5804	-2	4	24431
5805	-2	4	24435
5806	-4	6	24441
5807	-2	4	24445
5808	-2	4	24449
5809	-2	4	24453
5810	-2	4	24457
5811	-2	4	24461
5812	-2	4	24465
5813	-2	4	24469
5814	-2	4	24473
5815	-2	4	24477
5816	-2	4	24481
5817	-2	4	24485
5818	-2	4	24489
5819	-2	4	24493
5820	-2	4	24497
5821	-2	4	24501
5822	-2	4	24505
5823	-2	4	24509
5824	-2	4	24513
5825	-2	4	24517
5826	-2	4	24521
5827	-2	4	24525
5828	-2	4	24529
5829	-2	4	24533
5830	-2	4	24537
5831	-3	5	24542
5832	-2	4	24546
5833	-2	4	24550
5834	-2	4	24554
5835	-2	4	24558
5836	-2	4	24562
5837	-2	4	24566
5838	-2	4	24570
5839	-2	4	24574
5840	-2	4	24578
5841	-2	4	24582
5842	-2	4	24586
5843	-2	4	24590
5844	-2	4	24594
5845	-2	4	24598
5846	-2	4	24602
5847	-3	5	24607
5848	-2	4	24611
5849	-2	4	24615
5850	-2	4	24619
5851	-2	4	24623
5852	-2	4	24627
5853	-2	4	24631
5854	-2	4	24635
5855	-2	4	24639
5856	-2	4	24643
5857	-2	4	24647
5858	-2	4	24651
5859	-2	4	24655
5860	-2	4	24659
5861	-2	4	24663
5862	-2	4	24667
5863	-4	6	24673
5864	-2	4	24677
5865	-2	4	24681
5866	-2	4	24685
5867	-2	4	24689
5868	-2	4	24693
5869	-2	4	24697
5870	-2	4	24701
5871	-2	4	24705
5872	-2	4	24709
5873	-2	4	24713
5874	-2	4	24717
5875	-2	4	24721
5876	-2	4	24725
5877	-2	4	24729
5878	-2	4	24733
5879	-2	4	24737
5880	-2	4	24741
5881	-4	6	24747
5882	-2	4	24751
5883	-4	6	24757
5884	-2	4	24761
5885	-4	6	24767
5886	-2	4	24771
5887	-2	4	24775
5888	-2	4	24779
5889	-2	4	24783
5890	-2	4	24787
5891	-2	4	24791
5892	-2	4	24795
5893	-2	4	24799
5894	-2	4	24803
5895	-2	4	24807
5896	-2	4	24811
5897	-2	4	24815
5898	-2	4	24819
5899	-3	5	24824
5900	-2	4	24828
5901	-2	4	24832
5902	-2	4	24836
5903	-2	4	24840
5904	-2	4	24844
5905	-2	4	24848
5906	-2	4	24852
5907	-2	4	24856
5908	-4	6	24862
5909	-2	4	24866
5910	-2	4	24870
5911	-2	4	24874
5912	-2	4	24878
5913	-2	4	24882
5914	-4	6	24888
5915	-2	4	24892
5916	-2	4	24896
5917	-2	4	24900
5918	-2	4	24904
5919	-2	4	24908
5920	-2	4	24912
5921	-2	4	24916
5922	-2	4	24920
5923	-2	4	24924
5924	-2	4	24928
5925	-2	4	24932
5926	-2	4	24936
5927	-2	4	24940
5928	-2	4	24944
5929	-2	4	24948
5930	-2	4	24952
5931	-2	4	24956
5932	-2	4	24960
5933	-2	4	24964
5934	-2	4	24968
5935	-2	4	24972
5936	-2	4	24976
5937	-2	4	24980
5938	-2	4	24984
5939	-2	4	24988
5940	-2	4	24992
5941	-2	4	24996
5942	-2	4	25000
5943	-2	4	25004
5944	-3	5	25009
5945	-2	4	25013
5946	-2	4	25017
5947	-2	4	25021
5948	-2	4	25025
5949	-2	4	25029
5950	-2	4	25033
5951	-2	4	25037
5952	-2	4	25041
5953	-2	4	25045
5954	-2	4	25049
5955	-2	4	25053
5956	-2	4	25057
5957	-2	4	25061
5958	-2	4	25065
5959	-2	4	25069
5960	-2	4	25073
5961	-2	4	25077
5962	-2	4	25081
5963	-2	4	25085
5964	-2	4	25089
5965	-2	4	25093
5966	-2	4	25097
5967	-4	6	25103
5968	-2	4	25107
5969	-3	5	25112
5970	-2	4	25116
5971	-2	4	25120
5972	-2	4	25124
5973	-2	4	25128
5974	-2	4	25132
5975	-2	4	25136
5976	-2	4	25140
5977	-2	4	25144
5978	-2	4	25148
5979	-2	4	25152
5980	-2	4	25156
5981	-2	4	25160
5982	-2	4	25164
5983	-2	4	25168
5984	-2	4	25172
5985	-2	4	25176
5986	-2	4	25180
5987	-2	4	25184
5988	-2	4	25188
5989	-2	4	25192
5990	-2	4	25196
5991	-3	5	25201
5992	-2	4	25205
5993	-2	4	25209
5994	-2	4	25213
5995	-2	4	25217
5996	-2	4	25221
5997	-2	4	25225
5998	-2	4	25229
5999	-2	4	25233
6000	-2	4	25237
6001	-2	4	25241
6002	-2	4	25245
6003	-2	4	25249
6004	-2	4	25253
6005	-2	4	25257
6006	-4	6	25263
6007	-2	4	25267
6008	-2	4	25271
6009	-2	4	25275
6010	-2	4	25279
6011	-2	4	25283
6012	-2	4	25287
6013	-2	4	25291
6014	-2	4	25295
6015	-2	4	25299
6016	-2	4	25303
6017	-2	4	25307
6018	-2	4	25311
6019	-2	4	25315
6020	-2	4	25319
6021	-2	4	25323
6022	-2	4	25327
6023	-2	4	25331
6024	-2	4	25335
6025	-2	4	25339
6026	-2	4	25343
6027	-2	4	25347
6028	-2	4	25351
6029	-2	4	25355
6030	-2	4	25359
6031	-2	4	25363
6032	-2	4	25367
6033	-2	4	25371
6034	-2	4	25375
6035	-2	4	25379
6036	-2	4	25383
6037	-2	4	25387
6038	-2	4	25391
6039	-2	4	25395
6040	-2	4	25399
6041	-2	4	25403
6042	-2	4	25407
6043	-2	4	25411
6044	-2	4	25415
6045	-2	4	25419
6046	-2	4	25423
6047	-2	4	25427
6048	-2	4	25431
6049	-2	4	25435
6050	-2	4	25439
6051	-2	4	25443
6052	-2	4	25447
6053	-2	4	25451
6054	-2	4	25455
6055	-2	4	25459
6056	-2	4	25463
6057	-2	4	25467
6058	-2	4	25471
6059	-2	4	25475
6060	-2	4	25479
6061	-2	4	25483
6062	-2	4	25487
6063	-2	4	25491
6064	-2	4	25495
6065	-2	4	25499
6066	-2	4	25503
6067	-2	4	25507
6068	-2	4	25511
6069	-2	4	25515
6070	-2	4	25519
6071	-2	4	25523
6072	-2	4	25527
6073	-3	5	25532
6074	-2	4	25536
6075	-2	4	25540
6076	-2	4	25544
6077	-2	4	25548
6078	-2	4	25552
6079	-3	5	25557
6080	-2	4	25561
6081	-2	4	25565
6082	-2	4	25569
6083	-2	4	25573
6084	-2	4	25577
6085	-4	6	25583
6086	-2	4	25587
6087	-2	4	25591
6088	-2	4	25595
6089	-2	4	25599
6090	-2	4	25603
6091	-2	4	25607
6092	-2	4	25611
6093	-2	4	25615
6094	-2	4	25619
6095	-2	4	25623
6096	-2	4	25627
6097	-2	4	25631
6098	-2	4	25635
6099	-2	4	25639
6100	-2	4	25643
6101	-2	4	25647
6102	-2	4	25651
6103	-2	4	25655
6104	-2	4	25659
6105	-2	4	25663
6106	-2	4	25667
6107	-2	4	25671
6108	-4	6	25677
6109	-2	4	25681
6110	-2	4	25685
6111	-2	4	25689
6112	-2	4	25693
6113	-2	4	25697
6114	-2	4	25701
6115	-2	4	25705
6116	-2	4	25709
6117	-4	6	25715
6118	-2	4	25719
6119	-2	4	25723
6120	-3	5	25728
6121	-3	5	25733
6122	-2	4	25737
6123	-2	4	25741
6124	-2	4	25745
6125	-2	4	25749
6126	-2	4	25753
6127	-2	4	25757
6128	-2	4	25761
6129	-2	4	25765
6130	-2	4	25769
6131	-2	4	25773
6132	-2	4	25777
6133	-2	4	25781
6134	-2	4	25785
6135	-2	4	25789
6136	-2	4	25793
6137	-2	4	25797
6138	-2	4	25801
6139	-2	4	25805
6140	-2	4	25809
6141	-3	5	25814
6142	-2	4	25818
6143	-2	4	25822
6144	-2	4	25826
6145	-2	4	25830
6146	-2	4	25834
6147	-2	4	25838
6148	-2	4	25842
6149	-2	4	25846
6150	-4	6	25852
6151	-2	4	25856
6152	-2	4	25860
6153	-2	4	25864
6154	-2	4	25868
6155	-2	4	25872
6156	-2	4	25876
6157	-2	4	25880
6158	-2	4	25884
6159	-2	4	25888
6160	-2	4	25892
6161	-2	4	25896
6162	-2	4	25900
6163	-2	4	25904
6164	-2	4	25908
6165	-2	4	25912
6166	-2	4	25916
6167	-2	4	25920
6168	-2	4	25924
6169	-2	4	25928
6170	-2	4	25932
6171	-2	4	25936
6172	-2	4	25940
6173	-2	4	25944
6174	-2	4	25948
6175	-2	4	25952
6176	-2	4	25956
6177	-2	4	25960
6178	-3	5	25965
6179	-2	4	25969
6180	-2	4	25973
6181	-2	4	25977
6182	-2	4	25981
6183	-2	4	25985
6184	-2	4	25989
6185	-2	4	25993
6186	-2	4	25997
6187	-2	4	26001
6188	-2	4	26005
6189	-2	4	26009
6190	-2	4	26013
6191	-2	4	26017
6192	-2	4	26021
6193	-2	4	26025
6194	-2	4	26029
6195	-2	4	26033
6196	-2	4	26037
6197	-2	4	26041
6198	-2	4	26045
6199	-2	4	26049
6200	-2	4	26053
6201	-2	4	26057
6202	-4	6	26063
6203	-2	4	26067
6204	-2	4	26071
6205	-2	4	26075
6206	-2	4	26079
6207	-2	4	26083
6208	-2	4	26087
6209	-2	4	26091
6210	-4	6	26097
6211	-2	4	26101
6212	-2	4	26105
6213	-2	4	26109
6214	-2	4	26113
6215	-2	4	26117
6216	-2	4	26121
6217	-2	4	26125
6218	-2	4	26129
6219	-2	4	26133
6220	-2	4	26137
6221	-2	4	26141
6222	-2	4	26145
6223	-2	4	26149
6224	-4	6	26155
6225	-2	4	26159
6226	-2	4	26163
6227	-2	4	26167
6228	-4	6	26173
6229	-2	4	26177
6230	-2	4	26181
6231	-2	4	26185
6232	-2	4	26189
6233	-4	6	26195
6234	-2	4	26199
6235	-2	4	26203
6236	-2	4	26207
6237	-2	4	26211
6238	-2	4	26215
6239	-2	4	26219
6240	-2	4	26223
6241	-2	4	26227
6242	-2	4	26231
6243	-2	4	26235
6244	-3	5	26240
6245	-2	4	26244
6246	-2	4	26248
6247	-2	4	26252
6248	-2	4	26256
6249	-2	4	26260
6250	-2	4	26264
6251	-2	4	26268
6252	-2	4	26272
6253	-2	4	26276
6254	-2	4	26280
6255	-2	4	26284
6256	-2	4	26288
6257	-2	4	26292
6258	-2	4	26296
6259	-2	4	26300
6260	-2	4	26304
6261	-2	4	26308
6262	-2	4	26312
6263	-2	4	26316
6264	-2	4	26320
6265	-2	4	26324
6266	-2	4	26328
6267	-2	4	26332
6268	-4	6	26338
6269	-2	4	26342
6270	-2	4	26346
6271	-2	4	26350
6272	-3	5	26355
6273	-2	4	26359
6274	-2	4	26363
6275	-2	4	26367
6276	-2	4	26371
6277	-2	4	26375
6278	-2	4	26379
6279	-2	4	26383
6280	-2	4	26387
6281	-2	4	26391
6282	-2	4	26395
6283	-2	4	26399
6284	-2	4	26403
6285	-2	4	26407
6286	-2	4	26411
6287	-2	4	26415
6288	-2	4	26419
6289	-2	4	26423
6290	-2	4	26427
6291	-2	4	26431
6292	-2	4	26435
6293	-2	4	26439
6294	-2	4	26443
6295	-2	4	26447
6296	-2	4	26451
6297	-2	4	26455
6298	-2	4	26459
6299	-2	4	26463
6300	-2	4	26467
6301	-2	4	26471
6302	-4	6	26477
6303	-2	4	26481
6304	-2	4	26485
6305	-2	4	26489
6306	-2	4	26493
6307	-2	4	26497
6308	-2	4	26501
6309	-2	4	26505
6310	-2	4	26509
6311	-2	4	26513
6312	-2	4	26517
6313	-2	4	26521
6314	-2	4	26525
6315	-2	4	26529
6316	-2	4	26533
6317	-2	4	26537
6318	-2	4	26541
6319	-2	4	26545
6320	-2	4	26549
6321	-2	4	26553
6322	-2	4	26557
6323	-2	4	26561
6324	-2	4	26565
6325	-2	4	26569
6326	-2	4	26573
6327	-2	4	26577
6328	-2	4	26581
6329	-2	4	26585
6330	-2	4	26589
6331	-2	4	26593
6332	-2	4	26597
6333	-2	4	26601
6334	-2	4	26605
6335	-2	4	26609
6336	-2	4	26613
6337	-2	4	26617
6338	-2	4	26621
6339	-2	4	26625
6340	-2	4	26629
6341	-2	4	26633
6342	-2	4	26637
6343	-2	4	26641
6344	-2	4	26645
6345	-2	4	26649
6346	-2	4	26653
6347	-2	4	26657
6348	-2	4	26661
6349	-2	4	26665
6350	-4	6	26671
6351	-2	4	26675
6352	-2	4	26679
6353	-2	4	26683
6354	-2	4	26687
6355	-2	4	26691
6356	-2	4	26695
6357	-2	4	26699
6358	-2	4	26703
6359	-2	4	26707
6360	-4	6	26713
6361	-3	5	26718
6362	-2	4	26722
6363	-2	4	26726
6364	-2	4	26730
6365	-2	4	26734
6366	-2	4	26738
6367	-2	4	26742
6368	-3	5	26747
6369	-2	4	26751
6370	-2	4	26755
6371	-2	4	26759
6372	-2	4	26763
6373	-2	4	26767
6374	-4	6	26773
6375	-2	4	26777
6376	-2	4	26781
6377	-2	4	26785
6378	-2	4	26789
6379	-4	6	26795
6380	-2	4	26799
6381	-2	4	26803
6382	-2	4	26807
6383	-2	4	26811
6384	-4	6	26817
6385	-2	4	26821
6386	-2	4	26825
6387	-2	4	26829
6388	-2	4	26833
6389	-2	4	26837
6390	-2	4	26841
6391	-2	4	26845
6392	-2	4	26849
6393	-2	4	26853
6394	-2	4	26857
6395	-2	4	26861
6396	-2	4	26865
6397	-2	4	26869
6398	-2	4	26873
6399	-2	4	26877
6400	-2	4	26881
6401	-2	4	26885
6402	-2	4	26889
6403	-2	4	26893
6404	-2	4	26897
6405	-2	4	26901
6406	-2	4	26905
6407	-2	4	26909
6408	-2	4	26913
6409	-2	4	26917
6410	-2	4	26921
6411	-2	4	26925
6412	-2	4	26929
6413	-2	4	26933
6414	-2	4	26937
6415	-2	4	26941
6416	-2	4	26945
6417	-2	4	26949
6418	-2	4	26953
6419	-2	4	26957
6420	-2	4	26961
6421	-2	4	26965
6422	-3	5	26970
6423	-2	4	26974
6424	-2	4	26978
6425	-2	4	26982
6426	-2	4	26986
6427	-4	6	26992
6428	-2	4	26996
6429	-2	4	27000
6430	-2	4	27004
6431	-2	4	27008
6432	-4	6	27014
6433	-2	4	27018
6434	-2	4	27022
6435	-2	4	27026
6436	-2	4	27030
6437	-2	4	27034
6438	-2	4	27038
6439	-2	4	27042
6440	-2	4	27046
6441	-2	4	27050
6442	-2	4	27054
6443	-2	4	27058
6444	-2	4	27062
6445	-2	4	27066
6446	-2	4	27070
6447	-2	4	27074
6448	-2	4	27078
6449	-2	4	27082
6450	-2	4	27086
6451	-2	4	27090
6452	-3	5	27095
6453	-3	5	27100
6454	-2	4	27104
6455	-2	4	27108
6456	-2	4	27112
6457	-2	4	27116
6458	-2	4	27120
6459	-2	4	27124
6460	-2	4	27128
6461	-2	4	27132
6462	-2	4	27136
6463	-2	4	27140
6464	-2	4	27144
6465	-2	4	27148
6466	-2	4	27152
6467	-2	4	27156
6468	-2	4	27160
6469	-2	4	27164
6470	-4	6	27170
6471	-2	4	27174
6472	-2	4	27178
6473	-2	4	27182
6474	-2	4	27186
6475	-2	4	27190
6476	-2	4	27194
6477	-2	4	27198
6478	-2	4	27202
6479	-2	4	27206
6480	-2	4	27210
6481	-2	4	27214
6482	-2	4	27218
6483	-2	4	27222
6484	-2	4	27226
6485	-2	4	27230
6486	-2	4	27234
6487	-2	4	27238
6488	-2	4	27242
6489	-2	4	27246
6490	-2	4	27250
6491	-2	4	27254
6492	-2	4	27258
6493	-2	4	27262
6494	-2	4	27266
6495	-2	4	27270
6496	-6	8	27278
6497	-2	4	27282
6498	-2	4	27286
6499	-2	4	27290
6500	-2	4	27294
6501	-2	4	27298
6502	-2	4	27302
6503	-3	5	27307
6504	-2	4	27311
6505	-2	4	27315
6506	-2	4	27319
6507	-2	4	27323
6508	-2	4	27327
6509	-2	4	27331
6510	-2	4	27335
6511	-2	4	27339
6512	-2	4	27343
6513	-2	4	27347
6514	-2	4	27351
6515	-2	4	27355
6516	-2	4	27359
6517	-4	6	27365
6518	-2	4	27369
6519	-2	4	27373
6520	-2	4	27377
6521	-2	4	27381
6522	-2	4	27385
6523	-2	4	27389
6524	-2	4	27393
6525	-2	4	27397
6526	-2	4	27401
6527	-2	4	27405
6528	-2	4	27409
6529	-2	4	27413
6530	-2	4	27417
6531	-2	4	27421
6532	-3	5	27426
6533	-2	4	27430
6534	-2	4	27434
6535	-2	4	27438
6536	-2	4	27442
6537	-2	4	27446
6538	-2	4	27450
6539	-2	4	27454
6540	-2	4	27458
6541	-2	4	27462
6542	-2	4	27466
6543	-2	4	27470
6544	-2	4	27474
6545	-2	4	27478
6546	-2	4	27482
6547	-2	4	27486
6548	-2	4	27490
6549	-2	4	27494
6550	-2	4	27498
6551	-4	6	27504
6552	-2	4	27508
6553	-2	4	27512
6554	-2	4	27516
6555	-2	4	27520
6556	-2	4	27524
6557	-2	4	27528
6558	-2	4	27532
6559	-2	4	27536
6560	-2	4	27540
6561	-5	7	27547
6562	-2	4	27551
6563	-2	4	27555
6564	-2	4	27559
6565	-2	4	27563
6566	-2	4	27567
6567	-2	4	27571
6568	-2	4	27575
6569	-2	4	27579
6570	-2	4	27583
6571	-2	4	27587
6572	-2	4	27591
6573	-2	4	27595
6574	-2	4	27599
6575	-2	4	27603
6576	-2	4	27607
6577	-2	4	27611
6578	-2	4	27615
6579	-2	4	27619
6580	-2	4	27623
6581	-2	4	27627
6582	-2	4	27631
6583	-2	4	27635
6584	-2	4	27639
6585	-2	4	27643
6586	-2	4	27647
6587	-2	4	27651
6588	-2	4	27655
6589	-4	6	27661
6590	-2	4	27665
6591	-2	4	27669
6592	-2	4	27673
6593	-2	4	27677
6594	-2	4	27681
6595	-2	4	27685
6596	-2	4	27689
6597	-2	4	27693
6598	-2	4	27697
6599	-2	4	27701
6600	-2	4	27705
6601	-2	4	27709
6602	-2	4	27713
6603	-2	4	27717
6604	-2	4	27721
6605	-2	4	27725
6606	-2	4	27729
6607	-2	4	27733
6608	-2	4	27737
6609	-2	4	27741
6610	-2	4	27745
6611	-2	4	27749
6612	-4	6	27755
6613	-2	4	27759
6614	-2	4	27763
6615	-2	4	27767
6616	-2	4	27771
6617	-2	4	27775
6618	-2	4	27779
6619	-2	4	27783
6620	-2	4	27787
6621	-2	4	27791
6622	-2	4	27795
6623	-2	4	27799
6624	-2	4	27803
6625	-2	4	27807
6626	-2	4	27811
6627	-2	4	27815
6628	-2	4	27819
6629	-2	4	27823
6630	-2	4	27827
6631	-2	4	27831
6632	-2	4	27835
6633	-2	4	27839
6634	-2	4	27843
6635	-2	4	27847
6636	-3	5	27852
6637	-2	4	27856
6638	-2	4	27860
6639	-4	6	27866
6640	-2	4	27870
6641	-2	4	27874
6642	-4	6	27880
6643	-2	4	27884
6644	-2	4	27888
6645	-2	4	27892
6646	-2	4	27896
6647	-2	4	27900
6648	-2	4	27904
6649	-2	4	27908
6650	-2	4	27912
6651	-2	4	27916
6652	-2	4	27920
6653	-2	4	27924
6654	-2	4	27928
6655	-2	4	27932
6656	-2	4	27936
6657	-2	4	27940
6658	-2	4	27944
6659	-2	4	27948
6660	-2	4	27952
6661	-2	4	27956
6662	-3	5	27961
6663	-2	4	27965
6664	-2	4	27969
6665	-2	4	27973
6666	-2	4	27977
6667	-2	4	27981
6668	-2	4	27985
6669	-4	6	27991
6670	-2	4	27995
6671	-2	4	27999
6672	-2	4	28003
6673	-2	4	28007
6674	-2	4	28011
6675	-2	4	28015
6676	-2	4	28019
6677	-2	4	28023
6678	-2	4	28027
6679	-2	4	28031
6680	-2	4	28035
6681	-4	6	28041
6682	-2	4	28045
6683	-2	4	28049
6684	-2	4	28053
6685	-2	4	28057
6686	-2	4	28061
6687	-2	4	28065
6688	-2	4	28069
6689	-2	4	28073
6690	-2	4	28077
6691	-2	4	28081
6692	-2	4	28085
6693	-2	4	28089
