Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968	63	-115	16	2968
64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987	64	-19	19	2987
65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000	65	-13	13	3000
66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013	66	-13	13	3013
67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026	67	-13	13	3026
68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067	68	-239	41	3067
69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081	69	-14	14	3081
70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124	70	-241	43	3124
71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144	71	-119	20	3144
72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157	72	-13	13	3157
73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192	73	-332	35	3192
74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208	74	-16	16	3208
75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223	75	-15	15	3223
76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236	76	-13	13	3236
77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251	77	-15	15	3251
78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276	78	-124	25	3276
79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289	79	-13	13	3289
80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308	80	-19	19	3308
81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321	81	-13	13	3321
82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334	82	-13	13	3334
83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370	83	-234	36	3370
84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383	84	-13	13	3383
85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400	85	-17	17	3400
86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414	86	-113	14	3414
87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431	87	-17	17	3431
88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444	88	-13	13	3444
89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457	89	-13	13	3457
90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472	90	-15	15	3472
91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496	91	-123	24	3496
92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517	92	-120	21	3517
93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533	93	-115	16	3533
94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551	94	-117	18	3551
95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564	95	-13	13	3564
96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577	96	-13	13	3577
97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602	97	-25	25	3602
98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617	98	-15	15	3617
99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632	99	-15	15	3632
100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645	100	-13	13	3645
101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660	101	-15	15	3660
102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673	102	-13	13	3673
103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686	103	-13	13	3686
104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703	104	-17	17	3703
105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716	105	-13	13	3716
106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729	106	-13	13	3729
107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742	107	-13	13	3742
108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768	108	-125	26	3768
109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785	109	-17	17	3785
110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798	110	-13	13	3798
111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813	111	-15	15	3813
112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826	112	-13	13	3826
113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839	113	-13	13	3839
114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852	114	-13	13	3852
115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871	115	-19	19	3871
116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888	116	-17	17	3888
117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905	117	-17	17	3905
118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918	118	-13	13	3918
119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931	119	-13	13	3931
120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950	120	-118	19	3950
121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001	121	-348	51	4001
122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014	122	-13	13	4014
123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029	123	-15	15	4029
124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058	124	-227	29	4058
125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071	125	-13	13	4071
126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088	126	-116	17	4088
127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110	127	-121	22	4110
128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123	128	-13	13	4123
129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154	129	-130	31	4154
130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167	130	-13	13	4167
131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189	131	-220	22	4189
132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210	132	-120	21	4210
133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232	133	-22	22	4232
