Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960	81	-144.0	144	15960
82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148	82	-188.0	188	16148
83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297	83	-149.0	149	16297
84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441	84	-144.0	144	16441
85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598	85	-157.0	157	16598
86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792	86	-194.0	194	16792
87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926	87	-134.0	134	16926
88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122	88	-196.0	196	17122
89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263	89	-141.0	141	17263
90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402	90	-139.0	139	17402
91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579	91	-177.0	177	17579
92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719	92	-140.0	140	17719
93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911	93	-192.0	192	17911
94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027	94	-116.0	116	18027
95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166	95	-139.0	139	18166
96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334	96	-168.0	168	18334
97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473	97	-139.0	139	18473
98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582	98	-109.0	109	18582
99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723	99	-141.0	141	18723
100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864	100	-141.0	141	18864
101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013	101	-149.0	149	19013
102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161	102	-148.0	148	19161
103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311	103	-150.0	150	19311
104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456	104	-145.0	145	19456
105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603	105	-147.0	147	19603
106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743	106	-140.0	140	19743
107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882	107	-139.0	139	19882
108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990	108	-108.0	108	19990
109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172	109	-182.0	182	20172
110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343	110	-171.0	171	20343
111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491	111	-148.0	148	20491
112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648	112	-157.0	157	20648
113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795	113	-147.0	147	20795
114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913	114	-118.0	118	20913
115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026	115	-113.0	113	21026
116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186	116	-160.0	160	21186
117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335	117	-149.0	149	21335
118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511	118	-176.0	176	21511
119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696	119	-185.0	185	21696
120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839	120	-143.0	143	21839
121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981	121	-142.0	142	21981
122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117	122	-136.0	136	22117
123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255	123	-138.0	138	22255
124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405	124	-150.0	150	22405
125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547	125	-142.0	142	22547
126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681	126	-134.0	134	22681
127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840	127	-159.0	159	22840
128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977	128	-137.0	137	22977
129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084	129	-107.0	107	23084
130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218	130	-134.0	134	23218
131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353	131	-135.0	135	23353
132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469	132	-116.0	116	23469
133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579	133	-110.0	110	23579
134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714	134	-135.0	135	23714
135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837	135	-123.0	123	23837
136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963	136	-126.0	126	23963
137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094	137	-131.0	131	24094
138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241	138	-147.0	147	24241
139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348	139	-107.0	107	24348
140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460	140	-112.0	112	24460
141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571	141	-111.0	111	24571
142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679	142	-108.0	108	24679
143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825	143	-146.0	146	24825
144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932	144	-107.0	107	24932
145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070	145	-138.0	138	25070
146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176	146	-106.0	106	25176
147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313	147	-137.0	137	25313
148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451	148	-138.0	138	25451
149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593	149	-142.0	142	25593
150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769	150	-176.0	176	25769
151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932	151	-163.0	163	25932
152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109	152	-177.0	177	26109
153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266	153	-157.0	157	26266
154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410	154	-144.0	144	26410
155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556	155	-146.0	146	26556
156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697	156	-141.0	141	26697
157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865	157	-168.0	168	26865
158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020	158	-155.0	155	27020
159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158	159	-138.0	138	27158
160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301	160	-143.0	143	27301
161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450	161	-149.0	149	27450
162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561	162	-111.0	111	27561
163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723	163	-162.0	162	27723
164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835	164	-112.0	112	27835
165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942	165	-107.0	107	27942
166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027	166	-85.0	85	28027
167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135	167	-108.0	108	28135
168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244	168	-109.0	109	28244
