Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991	97	-139.0	139	17991
98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136	98	-145.0	145	18136
99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280	99	-144.0	144	18280
100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429	100	-149.0	149	18429
101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572	101	-143.0	143	18572
102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765	102	-193.0	193	18765
103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947	103	-182.0	182	18947
104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089	104	-142.0	142	19089
105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231	105	-142.0	142	19231
106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374	106	-143.0	143	19374
107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521	107	-147.0	147	19521
108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664	108	-143.0	143	19664
109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799	109	-135.0	135	19799
110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999	110	-200.0	200	19999
111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138	111	-139.0	139	20138
112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278	112	-140.0	140	20278
113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415	113	-137.0	137	20415
114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555	114	-140.0	140	20555
115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696	115	-141.0	141	20696
116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896	116	-200.0	200	20896
117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073	117	-177.0	177	21073
118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181	118	-108.0	108	21181
119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290	119	-109.0	109	21290
120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397	120	-107.0	107	21397
121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592	121	-195.0	195	21592
122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748	122	-156.0	156	21748
123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855	123	-107.0	107	21855
124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028	124	-173.0	173	22028
125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170	125	-142.0	142	22170
126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311	126	-141.0	141	22311
127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493	127	-182.0	182	22493
128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628	128	-135.0	135	22628
129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794	129	-166.0	166	22794
130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003	130	-209.0	209	23003
131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142	131	-139.0	139	23142
132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336	132	-194.0	194	23336
133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482	133	-146.0	146	23482
134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662	134	-180.0	180	23662
135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803	135	-141.0	141	23803
136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976	136	-173.0	173	23976
137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151	137	-175.0	175	24151
138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331	138	-180.0	180	24331
139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514	139	-183.0	183	24514
140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684	140	-170.0	170	24684
141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825	141	-141.0	141	24825
142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963	142	-138.0	138	24963
143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158	143	-195.0	195	25158
144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333	144	-175.0	175	25333
145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504	145	-171.0	171	25504
146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641	146	-137.0	137	25641
147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776	147	-135.0	135	25776
148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987	148	-211.0	211	25987
149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158	149	-171.0	171	26158
150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323	150	-165.0	165	26323
151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519	151	-196.0	196	26519
152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679	152	-160.0	160	26679
153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848	153	-169.0	169	26848
154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989	154	-141.0	141	26989
155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169	155	-180.0	180	27169
156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304	156	-135.0	135	27304
157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441	157	-137.0	137	27441
158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578	158	-137.0	137	27578
159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694	159	-116.0	116	27694
160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831	160	-137.0	137	27831
161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961	161	-130.0	130	27961
162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074	162	-113.0	113	28074
163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216	163	-142.0	142	28216
164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329	164	-113.0	113	28329
165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417	165	-88.0	88	28417
166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526	166	-109.0	109	28526
167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614	167	-88.0	88	28614
168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702	168	-88.0	88	28702
169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808	169	-106.0	106	28808
170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961	170	-153.0	153	28961
171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070	171	-109.0	109	29070
172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182	172	-112.0	112	29182
173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342	173	-160.0	160	29342
174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525	174	-183.0	183	29525
175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719	175	-194.0	194	29719
176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886	176	-167.0	167	29886
177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044	177	-158.0	158	30044
178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203	178	-159.0	159	30203
179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339	179	-136.0	136	30339
180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474	180	-135.0	135	30474
181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609	181	-135.0	135	30609
182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742	182	-133.0	133	30742
183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881	183	-139.0	139	30881
184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017	184	-136.0	136	31017
185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152	185	-135.0	135	31152
186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286	186	-134.0	134	31286
187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412	187	-126.0	126	31412
188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534	188	-122.0	122	31534
189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642	189	-108.0	108	31642
190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779	190	-137.0	137	31779
191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888	191	-109.0	109	31888
192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997	192	-109.0	109	31997
193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171	193	-174.0	174	32171
194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283	194	-112.0	112	32283
195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390	195	-107.0	107	32390
196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536	196	-146.0	146	32536
197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647	197	-111.0	111	32647
198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781	198	-134.0	134	32781
199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938	199	-157.0	157	32938
200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076	200	-138.0	138	33076
201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212	201	-136.0	136	33212
202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350	202	-138.0	138	33350
203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487	203	-137.0	137	33487
204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597	204	-110.0	110	33597
205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734	205	-137.0	137	33734
206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844	206	-110.0	110	33844
207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957	207	-113.0	113	33957
208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072	208	-115.0	115	34072
209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236	209	-164.0	164	34236
210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354	210	-118.0	118	34354
211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492	211	-138.0	138	34492
